FamilyID,SampleID,z,Omega_R_plus_3Omega_Q,Source,ClaimBoundary
QR_CRITERIA_1,0,0.51,0.05519862566396528,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,1,0.51,0.056325128228536,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,2,0.51,0.057451630793106716,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,0,0.7375,0.015214284109732232,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,1,0.7375,0.0155247797038084,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,2,0.7375,0.015835275297884567,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,0,0.965,-0.008907054314982683,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,1,0.965,-0.0090888309336558,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,2,0.965,-0.009270607552328915,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,0,1.1925,-0.02541562060663521,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,1,1.1925,-0.0259343067414645,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,2,1.1925,-0.026452992876293793,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,0,1.42,-0.037425201976681914,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,1,1.42,-0.0381889816088591,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,2,1.42,-0.038952761241036284,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,0,1.6475,-0.04643888304801632,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,1,1.6475,-0.0473866153551187,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,2,1.6475,-0.048334347662221076,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,0,1.875,-0.05330791128075333,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,1,1.875,-0.0543958278375034,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,2,1.875,-0.05548374439425347,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,0,2.33,-0.06259140893324823,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,1,2.33,-0.0638687846257635,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,2,2.33,-0.06514616031827876,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,10,0.51,0.05519862566396528,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,11,0.51,0.056325128228536,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,12,0.51,0.057451630793106716,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,10,0.7375,0.015214284109732135,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,11,0.7375,0.0155247797038083,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,12,0.7375,0.015835275297884466,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,10,0.965,-0.008907054314982586,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
QR_CRITERIA_1,11,0.965,-0.0090888309336557,fixture_uncertainty_smoke_test_not_observational_data,source_native_uncertainty_fixture_no_measurement_validation
