AuditID,NoiseMode,SubsetID,Rows,ComponentFractionP16,ComponentFractionP50,ComponentFractionP84,ComponentFractionStd,LockedK2Changed,ScaleFitAllowed,MeasurementValidationAllowed,ClaimBoundary,DominantLowDepthSpreadMode,DominantLowDepthStd,CurrentStatus,StrongestAllowedClaim,PrimaryResidualRisk,NextAction
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,BAO_ONLY,high_depth,192,0.41856794742855696,0.45434098346561513,0.4877290121627234,0.03362807482917403,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,,,,,,
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,BAO_ONLY,low_depth,192,0.0036393996040834597,0.06239654955458632,0.8642142983261187,0.37155605640788536,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,,,,,,
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,BAO_ONLY,mid_high_depth,192,0.3731024085546924,0.41844362729745804,0.463085442297201,0.04404894075888412,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,,,,,,
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,high_depth,192,0.29202397651856,0.44448356903940967,0.632115607678954,0.18840705200898925,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,,,,,,
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,low_depth,192,0.01718013480446695,0.4165502882425316,0.9164243048102241,0.36940717412822416,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,,,,,,
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_ONLY,mid_high_depth,192,0.2420144104301054,0.4114844694341484,0.5748573924935513,0.18797973407785015,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,,,,,,
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_PLUS_BAO,high_depth,192,0.36602053178316835,0.46854687515782123,0.5986735870998532,0.1478959967234855,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,,,,,,
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_PLUS_BAO,low_depth,192,0.019359107343571626,0.36339493334880224,0.9378423695129604,0.3735526317427545,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,,,,,,
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_V1,SN_PLUS_BAO,mid_high_depth,192,0.3258137814075412,0.44133863790853867,0.5746286321086622,0.1507611717974473,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,,,,,,
DERIVATIVE_PILOT_NOISE_SOURCE_AUDIT_SUMMARY_V1,OVERALL,summary,1728,0.2420144104301054,0.41844362729745804,0.5748573924935513,0.1507611717974473,False,False,False,derivative_pilot_noise_source_audit_no_measurement_validation,SN_PLUS_BAO,0.3735526317427545,LOW_DEPTH_SPREAD_SOURCE_DIAGNOSED_DIAGNOSTIC_ONLY,the derivative-pilot component uncertainty can be decomposed by public SN and BAO input-noise modes,noise-source decomposition still uses fixed polynomial pilot and diagonal public errors,repeat with source-native bootstrap/covariance before using low-depth suppression as a strong claim
