AuditID,RouteID,ComponentIndex,GridIndex,z_grid,DepthZone,PilotOmegaInterpolated,PilotOmegaInInterpolationRange,PilotBackreactionWhitened,WhitenedTarget,K1Whitened,K2LockedWhitened,SignStable,ClaimBoundary,SubsetID,K2ProjectedPilotScale,PilotLikeK2Component,K2ResidualAfterPilotComponent,PilotComponentAbsFractionOfK2,ResidualAbsFractionOfK2,PilotComponentSignMatchesK2,ResidualSignMatchesTarget,MeasurementValidationAllowed
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,0,0,0.51,low_depth,-0.11397113819258833,True,0.27138892204152665,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.09399246301737078,0.025508513218312316,-0.10520065463447692,0.32008818893575647,1.3200881889357565,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,1,1,0.7375,low_depth,0.06699805413522472,True,-0.10848938079199791,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.09399246301737078,-0.010197184111869319,-0.19532525069038997,0.04961591721935567,0.9503840827806443,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,2,2,0.965,mid_depth,0.28164217698944716,True,0.18495747278013844,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.09399246301737078,0.017384608420073524,-0.07991378765771703,0.27802393429798494,1.278023934297985,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,3,3,1.1925,mid_depth,0.3868216085399167,True,0.4130101626658558,0.173576508880147,0.0124813409147406,0.042579236107518,False,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.09399246301737078,0.03881984244016874,0.003759393667349259,0.9117082876297661,0.08829171237023395,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,4,4,1.42,mid_depth,0.16219080341489797,True,0.9031575758762744,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.09399246301737078,0.08489000504940897,-0.16082636926872468,1.1179097909432931,2.117909790943293,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,5,5,1.6475,high_depth,-0.6873190537281086,True,-0.02999158768086968,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.09399246301737078,-0.0028189831959263764,-0.1255621131704761,0.02195793053426601,0.9780420694657339,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,6,6,1.875,high_depth,-2.5795532886293047,True,-1.881279940144238,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,False,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.09399246301737078,-0.1768261351993288,-0.7127656817487241,0.19877221421164942,0.8012277857883506,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,7,8,2.33,high_depth,-10.219269699299012,False,-7.222315003588651,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,False,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.09399246301737078,-0.6788431758746084,0.16322169147398446,1.3165533175246158,0.31655331752461585,True,False,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,2,2,0.965,mid_depth,0.28164217698944716,True,0.18495747278013844,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.09412221022707193,0.017408606136080123,-0.07993778537372363,0.2784077185775674,1.2784077185775675,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,3,3,1.1925,mid_depth,0.3868216085399167,True,0.4130101626658558,0.173576508880147,0.0124813409147406,0.042579236107518,False,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.09412221022707193,0.03887342935635285,0.00370580675116515,0.9129668098834015,0.0870331901165985,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,4,4,1.42,mid_depth,0.16219080341489797,True,0.9031575758762744,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.09412221022707193,0.08500718722479937,-0.16094355144411507,1.1194529537822717,2.1194529537822717,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,5,5,1.6475,high_depth,-0.6873190537281086,True,-0.02999158768086968,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.09412221022707193,-0.002822874520742477,-0.12555822184566,0.021988241264788162,0.9780117587352118,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,6,6,1.875,high_depth,-2.5795532886293047,True,-1.881279940144238,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,False,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.09412221022707193,-0.17707022602222927,-0.7125215909258236,0.19904659940522942,0.8009534005947705,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,7,8,2.33,high_depth,-10.219269699299012,False,-7.222315003588651,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,False,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.09412221022707193,-0.6797802510939068,0.1641587666932829,1.318370687916751,0.3183706879167509,True,False,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,5,5,1.6475,high_depth,-0.6873190537281086,True,-0.02999158768086968,-0.3814165650725978,-0.0452647958113341,-0.1283810963664025,True,derivative_pilot_k2_component_split_no_measurement_validation,high_depth,0.09696972183451043,-0.0029082759147892627,-0.12547282045161323,0.022653459092520745,0.9773465409074793,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,6,6,1.875,high_depth,-2.5795532886293047,True,-1.881279940144238,-1.3898183781540705,-0.2174649739432023,-0.8895918169480529,False,derivative_pilot_k2_component_split_no_measurement_validation,high_depth,0.09696972183451043,-0.18242719248863118,-0.7071646244594217,0.20506842465625322,0.7949315753437468,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,7,8,2.33,high_depth,-10.219269699299012,False,-7.222315003588651,-1.2298343207445623,-0.0967721463013744,-0.5156214844006239,False,derivative_pilot_k2_component_split_no_measurement_validation,high_depth,0.09696972183451043,-0.7003458768992027,0.18472439249857875,1.3582558099054167,0.3582558099054168,True,False,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,2,2,0.965,mid_depth,0.28164217698944716,True,0.18495747278013844,-0.8014829515625784,-0.0419669552380939,-0.0625291792376435,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_depth,-0.0613065105939263,-0.011339097264421392,-0.05119008197322211,0.18134089400609124,0.8186591059939088,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,3,3,1.1925,mid_depth,0.3868216085399167,True,0.4130101626658558,0.173576508880147,0.0124813409147406,0.042579236107518,False,derivative_pilot_k2_component_split_no_measurement_validation,mid_depth,-0.0613065105939263,-0.02532021191287351,0.06789944802039151,0.5946610185522527,1.5946610185522527,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,4,4,1.42,mid_depth,0.16219080341489797,True,0.9031575758762744,-0.6451889001717087,-0.0647507033067011,-0.0759363642193157,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_depth,-0.0613065105939263,-0.05536943949344361,-0.020566924725872085,0.7291557880428446,0.2708442119571553,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,0,0,0.51,low_depth,-0.11397113819258833,True,0.27138892204152665,-2.745431288481891,-0.0998241209545273,-0.0796921414161646,True,derivative_pilot_k2_component_split_no_measurement_validation,low_depth,0.00783683567390121,0.0021268303857566303,-0.08181897180192123,0.02668808176015745,1.0266880817601574,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,PUBLIC_PROXY_WHITENED_STANDARDIZED,1,1,0.7375,low_depth,0.06699805413522472,True,-0.10848938079199791,-2.3025428535703973,-0.1327596978207249,-0.2055224348022593,True,derivative_pilot_k2_component_split_no_measurement_validation,low_depth,0.00783683567390121,-0.0008502134496301819,-0.2046722213526291,0.004136840099467504,0.9958631599005325,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,0,0,0.51,low_depth,-0.11397113819258833,True,-0.04821707211891674,-2.86433358564581,-0.1099630552830129,-0.1182113299883962,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.08919542408096652,-0.004300742195589326,-0.11391058779280688,0.03638181040693386,0.9636181895930662,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,1,1,0.7375,low_depth,0.06699805413522472,True,0.08217576518305252,-2.315415080910488,-0.1238653606623093,-0.1625159123260439,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.08919542408096652,0.007329702224680292,-0.1698456145507242,0.045101443420354076,1.045101443420354,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,2,2,0.965,mid_depth,0.28164217698944716,True,0.26598106726654047,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.08919542408096652,0.02372429409234716,-0.052640686187043456,0.8204444736623472,1.820444473662347,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,3,3,1.1925,mid_depth,0.3868216085399167,True,0.4022317130476464,0.3719064209126854,0.0245985912554874,0.0677155766598442,False,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.08919542408096652,0.03587722822409845,0.031838348435745754,0.5298223834719832,0.4701776165280168,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,4,4,1.42,mid_depth,0.16219080341489797,True,0.31724624144051494,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.08919542408096652,0.028296913043379425,-0.31661739011740125,0.09814395887016597,1.098143958870166,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,5,5,1.6475,high_depth,-0.6873190537281086,True,-0.18397481570903845,-0.7161278711761941,-0.0964424078421376,-0.3080615791157776,True,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.08919542408096652,-0.016409711707385345,-0.2916518674083922,0.05326763484912913,0.9467323651508708,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,6,6,1.875,high_depth,-2.5795532886293047,True,-1.4796687608976096,-1.4928698749648674,-0.2204551424591881,-0.8472454406784786,False,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.08919542408096652,-0.13197968262762053,-0.7152657580508581,0.15577502845212185,0.8442249715478782,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,7,8,2.33,high_depth,-10.219269699299012,False,-7.174587716351326,-1.2541943177607862,-0.0938815043279612,-0.5002936897465631,False,derivative_pilot_k2_component_split_no_measurement_validation,all_depth,0.08919542408096652,-0.6399403939660496,0.13964670421948655,1.2791294535220468,0.27912945352204677,True,False,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,2,2,0.965,mid_depth,0.28164217698944716,True,0.26598106726654047,-0.4347675164995026,-0.0238009243169268,-0.0289163920946963,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.08935208847284844,0.023765963854502574,-0.05268235594919887,0.8218855165842632,1.8218855165842633,False,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,3,3,1.1925,mid_depth,0.3868216085399167,True,0.4022317130476464,0.3719064209126854,0.0245985912554874,0.0677155766598442,False,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.08935208847284844,0.035940243610818684,0.03177533304902552,0.5307529727075556,0.4692470272924444,True,True,False
DERIVATIVE_PILOT_K2_COMPONENT_SPLIT_V1,REGISTERED_SHRINKAGE_WHITENED,4,4,1.42,mid_depth,0.16219080341489797,True,0.31724624144051494,-0.8838014619067616,-0.1116120879947342,-0.2883204770740218,True,derivative_pilot_k2_component_split_no_measurement_validation,mid_high_depth,0.08935208847284844,0.028346614232871527,-0.31666709130689336,0.09831634062395773,1.0983163406239578,False,True,False
