AuditID,ProtocolID,KernelID,PrimaryOOSDeltaNLL_BaselineMinusKernel,MedianAlpha,KernelFrobeniusNormBeforeNormalization,ClaimBoundary
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,MORPHOLOGY_NULL,0.0,0.0,0.0,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,PROJECTION_NULL,1.3495927894730837,0.01926389324788902,1.0000000000000002,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,SCALE_ONLY_NULL,0.0,0.0,0.0,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,CONTEXT_ONLY_NULL,0.0,0.0,0.0,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,OUTSIDE_EXPANDED_SUPPORT,0.0,0.0,0.0,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,SHUFFLED_EXPANDED_SUPPORT,4.386304981372456,0.052467516338057366,0.7122571107047626,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,GENERIC_WRONG_CLOCK,163.25005733927662,0.43700838451051216,0.9999999999999992,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,GENERIC_PHASE_SHIFT,40.28964073275793,0.19498068635153287,0.9999999999999992,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,GENERIC_FAMILY_PERMUTED,70.58971341293096,0.0,0.999999999999999,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,GENERIC_RANDOM_SMOOTH_PSD,290.3908841108725,0.0,0.9999999999999987,expanded_parent_operator_primary_scorecard_no_survival_claim
P_TAUCOV_EXPANDED_PARENT_OPERATOR_PRIMARY_SCORECARD_v1,P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,GENERIC_DIAGONAL,0.0,0.0,0.9999999999999994,expanded_parent_operator_primary_scorecard_no_survival_claim
