SummaryID,Rows,K2SignMismatchRows,K1SignMismatchRows,K2OvershootRows,MedianAbsLocalATauRequired,MeanAbsLocalATauRequired,BetaFullCovarianceBestK2Scale,BetaDiagonalBestK2Scale,LockedScale,CounterfactualOnly,MeasurementValidationAllowed,CurrentStatus,StrongestAllowedClaim,NextAction,ClaimBoundary,SubsetID,ModelID,ModelClass,Chi2,AIC,BIC,ParameterCount
TENSION_AXES_OVERVIEW,8,3.0,3.0,4.0,1.615032587944043,1221.0815632805368,0.22283984160293807,0.15961039612312747,1.0,True,False,PUBLIC_RERUN_TENSION_AXES_DIAGNOSED_NO_A2_CHANGE_AUTHORIZED,the public-covariance rerun tension is mostly sign/scale/shape-axis driven under the candidate target,test whether sign and scale axes come from target construction or from genuine A2 mismatch; keep locked A2 unchanged,public_covariance_rerun_tension_axes_no_measurement_validation,,,,,,,
SUBSET_all,8,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,all,K1_NO_MEMORY,fair_null,12.465444556461476,12.465444556461476,12.465444556461476,0.0
SUBSET_all,8,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,all,K2_LOCKED_A2_UNCHANGED,locked_prediction,15.045105114827487,15.045105114827487,15.045105114827487,0.0
SUBSET_all,8,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,all,POLY_DEG2,overfit_risk_control,7.233439568182618,13.233439568182618,13.471764193222125,3.0
SUBSET_all,8,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,all,POLY_DEG3,overfit_risk_control,3.8392413476233584,11.839241347623359,12.157007514342702,4.0
SUBSET_all,8,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,all,K2_COUNTERFACTUAL_BETA_FULL,diagnostic_counterfactual,12.294817198559553,14.294817198559553,14.374258740239389,1.0
SUBSET_all,8,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,all,K2_COUNTERFACTUAL_BETA_DIAG,diagnostic_counterfactual,12.31302241516903,14.31302241516903,14.392463956848866,1.0
SUBSET_all,8,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,all,K2_COUNTERFACTUAL_SIGN_ALIGNED,diagnostic_counterfactual,12.218844253864038,12.218844253864038,12.218844253864038,0.0
SUBSET_sign_match,5,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_match,K1_NO_MEMORY,fair_null,5.577041255992343,5.577041255992343,5.577041255992343,0.0
SUBSET_sign_match,5,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_match,K2_LOCKED_A2_UNCHANGED,locked_prediction,5.793743286572973,5.793743286572973,5.793743286572973,0.0
SUBSET_sign_match,5,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_match,POLY_DEG2,overfit_risk_control,3.050423728413672,9.050423728413673,7.8787374657159726,3.0
SUBSET_sign_match,5,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_match,POLY_DEG3,overfit_risk_control,1.8595644031036676,9.859564403103668,8.297316052840069,4.0
SUBSET_sign_match,5,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_match,K2_COUNTERFACTUAL_BETA_FULL,diagnostic_counterfactual,5.4158947970958575,7.4158947970958575,7.025332709529958,1.0
SUBSET_sign_match,5,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_match,K2_COUNTERFACTUAL_BETA_DIAG,diagnostic_counterfactual,5.567865529268475,7.567865529268475,7.177303441702575,1.0
SUBSET_sign_match,5,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_match,K2_COUNTERFACTUAL_SIGN_ALIGNED,diagnostic_counterfactual,5.793743286572973,5.793743286572973,5.793743286572973,0.0
SUBSET_sign_mismatch,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_mismatch,K1_NO_MEMORY,fair_null,8.172629150421484,8.172629150421484,8.172629150421484,0.0
SUBSET_sign_mismatch,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_mismatch,K2_LOCKED_A2_UNCHANGED,locked_prediction,10.845697747071943,10.845697747071943,10.845697747071943,0.0
SUBSET_sign_mismatch,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_mismatch,POLY_DEG2,overfit_risk_control,3.7929713599290107,9.79297135992901,7.08880822593334,3.0
SUBSET_sign_mismatch,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_mismatch,POLY_DEG3,overfit_risk_control,1.710989194578359,9.710989194578358,6.105438349250798,4.0
SUBSET_sign_mismatch,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_mismatch,K2_COUNTERFACTUAL_BETA_FULL,diagnostic_counterfactual,8.157636160703545,10.157636160703545,9.256248449371654,1.0
SUBSET_sign_mismatch,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_mismatch,K2_COUNTERFACTUAL_BETA_DIAG,diagnostic_counterfactual,8.015730917578082,10.015730917578082,9.114343206246192,1.0
SUBSET_sign_mismatch,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,sign_mismatch,K2_COUNTERFACTUAL_SIGN_ALIGNED,diagnostic_counterfactual,7.462554785251288,7.462554785251288,7.462554785251288,0.0
SUBSET_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,k2_overshoot,K1_NO_MEMORY,fair_null,0.6817713177105634,0.6817713177105634,0.6817713177105634,0.0
SUBSET_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,k2_overshoot,K2_LOCKED_A2_UNCHANGED,locked_prediction,2.6308734561851606,2.6308734561851606,2.6308734561851606,0.0
SUBSET_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,k2_overshoot,POLY_DEG2,overfit_risk_control,3.3253644446883808,9.32536444468838,7.484247528048052,3.0
SUBSET_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,k2_overshoot,POLY_DEG3,overfit_risk_control,0.9818240323777758,8.981824032377776,6.527001476857338,4.0
SUBSET_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,k2_overshoot,K2_COUNTERFACTUAL_BETA_FULL,diagnostic_counterfactual,0.5803008308984381,2.5803008308984383,1.9665951920183287,1.0
SUBSET_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,k2_overshoot,K2_COUNTERFACTUAL_BETA_DIAG,diagnostic_counterfactual,0.642979813723433,2.642979813723433,2.029274174843324,1.0
SUBSET_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,k2_overshoot,K2_COUNTERFACTUAL_SIGN_ALIGNED,diagnostic_counterfactual,2.0895166128220133,2.0895166128220133,2.0895166128220133,0.0
SUBSET_no_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,no_k2_overshoot,K1_NO_MEMORY,fair_null,11.645703003537253,11.645703003537253,11.645703003537253,0.0
SUBSET_no_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,no_k2_overshoot,K2_LOCKED_A2_UNCHANGED,locked_prediction,12.56042768998965,12.56042768998965,12.56042768998965,0.0
SUBSET_no_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,no_k2_overshoot,POLY_DEG2,overfit_risk_control,3.1487434591116212,9.148743459111621,7.307626542471293,3.0
SUBSET_no_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,no_k2_overshoot,POLY_DEG3,overfit_risk_control,2.5477816828701503,10.54778168287015,8.092959127349712,4.0
SUBSET_no_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,no_k2_overshoot,K2_COUNTERFACTUAL_BETA_FULL,diagnostic_counterfactual,11.56527293011326,13.56527293011326,12.95156729123315,1.0
SUBSET_no_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,no_k2_overshoot,K2_COUNTERFACTUAL_BETA_DIAG,diagnostic_counterfactual,11.496183366738572,13.496183366738572,12.882477727858463,1.0
SUBSET_no_k2_overshoot,4,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,no_k2_overshoot,K2_COUNTERFACTUAL_SIGN_ALIGNED,diagnostic_counterfactual,10.095263446022905,10.095263446022905,10.095263446022905,0.0
SUBSET_low_depth,2,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,low_depth,K1_NO_MEMORY,fair_null,0.7279269869649663,0.7279269869649663,0.7279269869649663,0.0
SUBSET_low_depth,2,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,low_depth,K2_LOCKED_A2_UNCHANGED,locked_prediction,0.952481884352555,0.952481884352555,0.952481884352555,0.0
SUBSET_low_depth,2,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,low_depth,POLY_DEG2,overfit_risk_control,0.21087709149861666,6.210877091498617,2.2903186331784524,3.0
SUBSET_low_depth,2,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,low_depth,POLY_DEG3,overfit_risk_control,1.4879373390192998,9.4879373390193,4.260526061259081,4.0
SUBSET_low_depth,2,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,low_depth,K2_COUNTERFACTUAL_BETA_FULL,diagnostic_counterfactual,0.7338434983838786,2.7338434983838784,1.4269906789438238,1.0
SUBSET_low_depth,2,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,low_depth,K2_COUNTERFACTUAL_BETA_DIAG,diagnostic_counterfactual,0.7261406846198075,2.7261406846198075,1.419287865179753,1.0
SUBSET_low_depth,2,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,low_depth,K2_COUNTERFACTUAL_SIGN_ALIGNED,diagnostic_counterfactual,0.13031053790099076,0.13031053790099076,0.13031053790099076,0.0
SUBSET_mid_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_depth,K1_NO_MEMORY,fair_null,11.428076520060184,11.428076520060184,11.428076520060184,0.0
SUBSET_mid_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_depth,K2_LOCKED_A2_UNCHANGED,locked_prediction,11.538906601714693,11.538906601714693,11.538906601714693,0.0
SUBSET_mid_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_depth,POLY_DEG2,overfit_risk_control,5.394062034213332,11.39406203421333,8.68989890021766,3.0
SUBSET_mid_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_depth,POLY_DEG3,overfit_risk_control,1.9093053306943286,9.909305330694329,6.303754485366768,4.0
SUBSET_mid_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_depth,K2_COUNTERFACTUAL_BETA_FULL,diagnostic_counterfactual,11.345069876501675,13.345069876501675,12.443682165169784,1.0
SUBSET_mid_depth,3,,,,,,,,,,False,,,,public_covariance_rerun_tension_axes_no_measurement_validation,mid_depth,K2_COUNTERFACTUAL_BETA_DIAG,diagnostic_counterfactual,11.356561848639286,13.356561848639286,12.455174137307395,1.0
