AuditID,TaskID,Stage,CurrentlyAvailable,BlocksSourceNativeScoring,BlockingIssue,NextAction,ExpectedOutput,After200Status,MeasurementValidationAllowed,ClaimBoundary
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,SN_INPUT_VALIDATE,input_validation,True,False,none,"validate Pantheon+ redshift, distance-modulus, and covariance columns",evidence/source_native_sn_input_validation.csv,cleared_or_available,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,BAO_INPUT_VALIDATE,input_validation,True,False,none,validate DESI DR1/DR2 BAO covariance and upstream radial BAO table,evidence/source_native_bao_input_validation.csv,cleared_or_available,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,RUNTIME_NUMERIC_STACK,runtime_validation,True,False,none,install or select runtime with numpy and pandas,evidence/source_native_runtime_validation.csv,cleared_or_available,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,SYMBOLIC_REGRESSION_ENGINE,runtime_validation,True,False,none,choose PySR/cp3-bench route or request author expression exports,evidence/source_native_symbolic_regression_runtime.csv,cleared_or_available,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,SOURCE_NATIVE_TRAINING_DATASETS,training_input_export,True,False,none,export public SN D-proxy and radial BAO H_D-proxy training inputs for the reproduction route,data/physical_nulls/backreaction_reproduction/source_native_training_sn_distance_proxy.csv;data/physical_nulls/backreaction_reproduction/source_native_training_bao_hd_proxy.csv,cleared_or_available,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,D_RECONSTRUCTION_FAMILY,reconstruction,False,True,D_Dprime_Ddoubleprime_symbolic_family_missing,"reproduce or obtain symbolic expressions for D,D_prime,D_double_prime from Pantheon+",data/physical_nulls/backreaction_reproduction/source_native_D_family_samples.csv,still_blocking,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,HD_RECONSTRUCTION_FAMILY,reconstruction,False,True,HD_HDprime_symbolic_family_missing,"reproduce or obtain symbolic expressions for H_D,H_D_prime from BAO families",data/physical_nulls/backreaction_reproduction/source_native_HD_family_samples.csv,still_blocking,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,FAMILY_METADATA_EXPORT,metadata,False,True,selection_family_metadata_missing,provide source_native_selection_metadata.csv using the generated template,data/physical_nulls/backreaction_reproduction/source_native_selection_metadata.csv,still_blocking,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,BACKREACTION_VECTOR_EXPORT,formula_application,False,True,source_native_omega_vector_missing,provide valid source_native_reconstruction_vector.csv; validator will apply fixed formula,data/physical_nulls/backreaction_reproduction/source_native_backreaction_vector.csv,still_blocking,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,BACKREACTION_COVARIANCE_EXPORT,uncertainty,False,True,source_native_covariance_or_bootstrap_missing,export bootstrap samples and/or covariance for Omega_R_plus_3Omega_Q,data/physical_nulls/backreaction_reproduction/source_native_backreaction_covariance.csv,still_blocking,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,K2_BRIDGE_SOURCE_NATIVE_SCORE,bridge_scoring,False,True,source_native_vector_and_covariance_missing,score source-native backreaction bridge against locked K2 without changing K2,evidence/source_native_backreaction_bridge_scorecard.csv,still_blocking,False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,D_BRANCH_200_PROXY_EXPORT,proxy_preflight_scaleup,True,False,none,replace proxy D branch only with source-native symbolic family export when available,evidence/d_branch_derivative_regularized_bootstrap_200_summary.csv,"available: runs=200, finite=200",False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,H_BRANCH_200_PROXY_EXPORT,proxy_preflight_scaleup,True,False,none,replace proxy H_D branch only with source-native symbolic family export when available,evidence/h_branch_normalized_criteria3_bootstrap_200_summary.csv,"available: runs=200, finite=200",False,source_native_after_200_blocker_audit_no_measurement_validation
SOURCE_NATIVE_AFTER_200_BLOCKER_AUDIT_V1,FULL_DH_200_PROXY_BACKREACTION,proxy_preflight_score,True,False,none,keep as preflight proxy benchmark; do not promote to source-native scoring,evidence/regularized_full_pysr_backreaction_200_summary.csv,"available: samples=200, K2 beats proxy null=2/2",False,source_native_after_200_blocker_audit_no_measurement_validation
