z_i,z_j,Covariance,Source,ClaimBoundary
0.38,0.38,1.7303365851340684,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,0.46179565217391305,0.7088809834447414,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,0.5435913043478261,0.1576483171038964,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,0.6253869565217391,-0.13141842071968396,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,0.7071826086956522,-0.2554902164290797,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,0.7889782608695652,-0.2665203823011034,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,0.8707739130434783,-0.19678809384266716,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,0.9525695652173913,-0.07001962366969312,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.0343652173913043,0.09346083832004504,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.1161608695652174,0.27431218238630006,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.1979565217391306,0.4530272753989687,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.2797521739130435,0.6092733065707957,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.3615478260869565,0.7212596810479085,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.4433434782608696,0.7648658056571631,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.5251391304347828,0.7124029051970665,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.6069347826086955,0.5310023238462741,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.6887304347826086,0.18075882826173903,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.7705260869565218,-0.38701451784492735,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.852321739130435,-1.2306391948954205,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,1.9341173913043477,-2.416538173565355,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,2.015913043478261,-4.012873486757474,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,2.097708695652174,-6.075206940768362,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,2.179504347826087,-8.621803127813195,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.38,2.2613,-11.599963697325297,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
0.46179565217391305,0.38,0.7088809834447414,surrogate_family_scatter_not_source_native_covariance,source_native_surrogate_family_exports_no_measurement_validation
